RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            6     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
   55   69     0     0  con    1  4.3D-01  5.5D-02  1.014D-04  1.084D-07
   56   70     0     0  con    0  1.0D+00  1.0D-01  1.558D-04  8.446D-08
   57   71     0     0  con    0  1.0D+00  4.8D-02  8.004D-05  5.191D-08
   58   72     0     0  con    0  1.0D+00  1.0D-01  1.263D-04  3.519D-08
   59   73     0     0  con    0  1.0D+00  3.9D-02  1.150D-04  3.000D-08
   60   74     0     0  con    0  1.0D+00  6.5D-02  4.473D-05  1.869D-08
   61   75     0     0  con    0  1.0D+00  3.9D-03  3.500D-05  1.565D-08
   62   76     0     0  con    0  1.0D+00  2.7D-02  1.040D-05  9.020D-09
   63   78     0     0  con    1  4.2D-01  2.3D-02  3.091D-05  8.151D-09
   64   79     0     0  con    0  1.0D+00  2.6D-02  2.322D-05  6.593D-09
   65   80     0     0  con    0  1.0D+00  2.4D-02  1.317D-05  5.686D-09
   66   81     0     0  con    0  1.0D+00  2.0D-02  1.732D-06  5.449D-09
   67   82     0     0  con    0  1.0D+00  1.4D-03  1.500D-06  5.400D-09
   68   83     0     0  con    0  1.0D+00  3.5D-03  2.957D-06  5.399D-09
   69   84     0     0  con    0  1.0D+00  1.2D-03  4.159D-08  5.394D-09
   70   85     0     0  con    0  1.0D+00  1.5D-04  5.113D-08  5.394D-09
   71   86     0     0  con    0  1.0D+00  1.2D-04  6.702D-08  5.394D-09
   72   87     0     0  con    0  1.0D+00  6.5D-06  7.005D-09  5.394D-09
   73   88     0     0  con    0  1.0D+00  9.4D-06  2.005D-09  5.394D-09
   74   90     0     0  con    1  5.0D+00  2.0D-06  3.189D-09  5.394D-09
   75   91     0     0  con    0  1.0D+00  2.0D-05  2.454D-08  5.394D-09
   76   92     0     0  con    0  1.0D+00  2.8D-05  4.680D-08  5.394D-09
   77   93     0     0  con    0  1.0D+00  2.2D-05  8.734D-08  5.394D-09
   78   94     0     0  con    0  1.0D+00  8.3D-05  1.615D-07  5.394D-09
   79   95     0     0  con    0  1.0D+00  1.5D-04  2.902D-07  5.394D-09
   80   96     0     0  con    0  1.0D+00  3.9D-04  4.694D-07  5.393D-09
   81   97     0     0  con    0  1.0D+00  1.0D-03  1.282D-06  5.391D-09
   82   98     0     0  con    0  1.0D+00  2.2D-03  1.347D-06  5.388D-09
   83  100     0     0  con    1  2.4D-01  2.7D-03  3.883D-06  5.385D-09
   84  101     0     0  con    0  1.0D+00  5.1D-03  3.302D-06  5.374D-09
   85  102     0     0  con    0  1.0D+00  1.8D-02  2.134D-06  5.340D-09
   86  103     0     0  con    0  1.0D+00  3.0D-02  3.512D-06  5.286D-09
   87  104     0     0  con    0  1.0D+00  5.4D-02  4.920D-06  5.185D-09
   88  105     0     0  con    0  1.0D+00  7.0D-02  5.444D-06  5.018D-09
   89  106     0     0  con    0  1.0D+00  9.7D-02  4.303D-06  4.718D-09
   90  107     0     0  con    0  1.0D+00  9.1D-02  2.820D-06  4.391D-09
   91  109     0     0  con    1  2.9D-01  8.3D-02  2.376D-06  4.233D-09
   92  110     0     0  con    0  1.0D+00  1.4D-01  2.680D-06  3.896D-09
   93  111     0     0  con    0  1.0D+00  9.0D-03  1.144D-05  3.753D-09
   94  113     0     0  con    1  5.2D-01  2.6D-02  1.013D-05  3.656D-09
   95  114     0     0  con    0  1.0D+00  6.0D-02  2.899D-06  3.495D-09
   96  115     0     0  con    0  1.0D+00  7.9D-03  1.340D-06  3.405D-09
   97  118     0     0  con    2  2.3D+00  1.3D-01  1.190D-06  3.087D-09
   98  121     0     0  con    2  7.6D-02  7.6D-02  2.245D-06  2.954D-09
   99  123     0     0  con    1  3.8D-01  7.4D-02  3.593D-06  2.816D-09
  100  124     0     0  con    0  1.0D+00  1.3D-01  5.552D-06  2.555D-09
  101  125     0     0  con    0  1.0D+00  7.0D-02  1.063D-05  2.276D-09
  102  127     0     0  con    1  2.7D-01  9.6D-02  5.872D-06  2.080D-09
  103  131     0     0  con    3  6.1D-01  9.8D-02  3.866D-06  1.945D-09
  104  132     0     0  con    0  1.0D+00  5.1D-02  9.322D-06  1.759D-09
  105  134     0     0  con    1  4.2D-01  7.2D-02  6.172D-06  1.628D-09
  106  135     0     0  con    0  1.0D+00  1.0D-01  5.770D-06  1.458D-09
  107  136     0     0  con    0  1.0D+00  7.1D-02  2.915D-06  1.390D-09
  108  137     0     0  con    0  1.0D+00  1.0D-01  8.179D-06  1.240D-09
  109  139     0     0  con    1  4.7D-01  4.0D-02  6.437D-06  1.210D-09
  110  140     0     0  con    0  1.0D+00  4.5D-02  4.511D-06  1.167D-09
  111  141     0     0  con    0  1.0D+00  2.3D-02  2.183D-06  1.153D-09
  112  142     0     0  con    0  1.0D+00  3.6D-02  1.357D-06  1.133D-09
  113  143     0     0  con    0  1.0D+00  5.3D-02  9.851D-07  1.129D-09
  114  144     0     0  con    0  1.0D+00  1.8D-02  2.959D-07  1.119D-09
  115  145     0     0  con    0  1.0D+00  1.3D-02  1.596D-06  1.110D-09
  116  146     0     0  con    0  1.0D+00  2.4D-02  1.539D-06  1.098D-09
  117  148     0     0  con    1  3.3D-01  5.8D-02  1.009D-06  1.067D-09
  118  149     0     0  con    0  1.0D+00  4.4D-02  1.047D-06  1.006D-09
  119  150     0     0  con    0  1.0D+00  7.2D-03  1.818D-06  9.358D-10
  120  152     0     0  con    1  4.6D-01  6.9D-02  3.593D-06  8.425D-10
  121  153     0     0  con    0  1.0D+00  1.2D-01  7.097D-06  6.858D-10
  122  155     0     0  con    1  3.6D-01  1.5D-02  9.990D-06  6.121D-10
  123  157     0     0  con    1  1.5D-01  2.8D-03  8.466D-07  5.759D-10
  124  158     0     0  con    0  1.0D+00  2.2D-02  8.102D-07  5.488D-10
  125  159     0     0  con    0  1.0D+00  1.7D-02  8.460D-07  5.394D-10
  126  160     0     0  con    0  1.0D+00  3.9D-02  1.426D-06  5.198D-10
  127  161     0     0  con    0  1.0D+00  5.0D-02  1.729D-06  4.898D-10
  128  162     0     0  con    0  1.0D+00  5.2D-02  1.169D-06  4.484D-10
  129  164     0     0  con    1  3.9D-01  3.8D-02  1.349D-06  4.305D-10
  130  168     0     0  con    3  1.4D+00  1.4D-01  5.291D-06  3.907D-10
  131  170     0     0  con    1  4.7D-02  1.6D-03  5.085D-06  3.878D-10
  132  171     0     0  con    0  1.0D+00  1.7D-02  1.419D-06  3.543D-10
  133  172     0     0  con    0  1.0D+00  1.8D-02  1.779D-06  3.476D-10
  134  174     0     0  con    1  3.2D-01  4.3D-02  2.419D-06  3.388D-10
  135  176     0     0  con    1  1.8D-01  3.3D-02  8.027D-07  3.297D-10
  136  177     0     0  con    0  1.0D+00  1.7D-02  6.257D-07  3.246D-10
  137  178     0     0  con    0  1.0D+00  2.6D-02  4.452D-07  3.194D-10
  138  180     0     0  con    1  2.0D-01  1.6D-02  3.547D-07  3.182D-10
  139  181     0     0  con    0  1.0D+00  2.0D-02  2.503D-07  3.168D-10
  140  182     0     0  con    0  1.0D+00  2.1D-02  1.418D-07  3.148D-10
  141  183     0     0  con    0  1.0D+00  1.9D-02  5.099D-08  3.136D-10
  142  184     0     0  con    0  1.0D+00  1.1D-02  4.382D-08  3.134D-10
  143  186     0     0  con    1  4.4D-03  1.9D-05  5.334D-08  3.134D-10
  144  188     0     0  con    1  4.8D-01  5.6D-04  5.289D-09  3.133D-10
  145  189     0     0  con    0  1.0D+00  3.0D-03  5.617D-09  3.133D-10
  146  191     0     0  con    1  3.4D-02  9.0D-05  1.735D-08  3.133D-10
  147  192     0     0  con    0  1.0D+00  1.8D-03  7.535D-09  3.133D-10
  148  193     0     0  con    0  1.0D+00  1.3D-04  5.185D-09  3.133D-10
  149  194     0     0  con    0  1.0D+00  2.6D-04  3.571D-09  3.133D-10
  150  195     0     0  con    0  1.0D+00  3.6D-04  4.384D-09  3.133D-10
  151  196     0     0  con    0  1.0D+00  2.1D-04  4.915D-09  3.133D-10
  152  197     0     0  con    0  1.0D+00  3.2D-04  1.301D-09  3.133D-10
  153  198     0     0  con    0  1.0D+00  9.5D-05  1.132D-10  3.133D-10
  154  200     0     0  con    1  3.6D-01  3.7D-06  9.141D-10  3.133D-10
  155  201     0     0  con    0  1.0D+00  7.9D-06  1.995D-10  3.133D-10
  156  202     0     0  con    0  1.0D+00  2.8D-06  3.033D-11  3.133D-10
  157  203     0     0  con    0  1.0D+00  6.6D-09  1.571D-11  3.133D-10
  158  211     0     0  con    7  1.6D-09  3.3D-16  1.571D-11  3.133D-10
  159  221     0     0  con    9  5.3D-22  1.4D-28  1.571D-11  3.133D-10
  160  225     0     0  con    3  6.6D-02  2.2D-08  1.452D-11  3.133D-10
  161  234     0     0  con    8  2.0D-10  7.8D-17  1.452D-11  3.133D-10
  162  240     0     0  con    5  0.0D+00  0.0D+00  1.452D-11  3.133D-10
  163  246     0     0  con    5  0.0D+00  0.0D+00  1.452D-11  3.133D-10

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Total User time 1.718E+02 seconds.

